Asset ID,Asset Name,Category,Type,Location,OEM,Purchase Year,Serial Number,Part Number,Quantity,Status
HW0545,Van 545,Vehicle,Van,Room 2,Nissan,2019,SN-100545,PN-200545,3,maintenance
HW0546,Firewall 546,Network,Firewall,Warehouse,Fortinet,2023,SN-100546,PN-200546,10,available
HW0547,Camera 547,Electronics,Camera,Office A,Sony,2024,SN-100547,PN-200547,9,in use
HW0548,Router 548,Network,Router,Branch B,MikroTik,2017,SN-100548,PN-200548,1,available
HW0549,Firewall 549,Network,Firewall,Warehouse,Fortinet,2021,SN-100549,PN-200549,1,maintenance
HW0550,Office Chair 550,Furniture,Office Chair,Branch B,IKEA,2017,SN-100550,PN-200550,10,maintenance
HW0551,Access Point 551,Network,Access Point,Room 3,Ubiquiti,2019,SN-100551,PN-200551,6,disposed
HW0552,Desktop 552,Hardware,Desktop,HQ,HP,2024,SN-100552,PN-200552,7,available
HW0553,Router 553,Network,Router,Office A,MikroTik,2024,SN-100553,PN-200553,12,disposed
HW0554,Access Point 554,Network,Access Point,Branch B,Ubiquiti,2023,SN-100554,PN-200554,15,reserved
HW0555,Television 555,Electronics,Television,Branch B,Samsung,2023,SN-100555,PN-200555,6,in use
HW0556,Laptop 556,Hardware,Laptop,Branch A,Lenovo,2024,SN-100556,PN-200556,9,disposed
HW0557,Meeting Table 557,Furniture,Meeting Table,HQ,IKEA,2022,SN-100557,PN-200557,2,reserved
HW0558,Laptop 558,Hardware,Laptop,Branch B,Lenovo,2019,SN-100558,PN-200558,4,available
HW0559,Television 559,Electronics,Television,Warehouse,Samsung,2025,SN-100559,PN-200559,2,disposed
HW0560,Motorcycle 560,Vehicle,Motorcycle,Office B,Honda,2021,SN-100560,PN-200560,4,maintenance
HW0561,Switch 561,Network,Switch,Warehouse,Cisco,2017,SN-100561,PN-200561,19,disposed
HW0562,Office Chair 562,Furniture,Office Chair,Room 3,IKEA,2019,SN-100562,PN-200562,6,reserved
HW0563,UPS 563,Hardware,UPS,Branch A,APC,2020,SN-100563,PN-200563,20,available
HW0564,Storage 564,Hardware,Storage,Data Center,Synology,2024,SN-100564,PN-200564,9,disposed
HW0565,Projector 565,Electronics,Projector,Office B,Epson,2019,SN-100565,PN-200565,13,in use
HW0566,Office Chair 566,Furniture,Office Chair,HQ,IKEA,2020,SN-100566,PN-200566,13,in use
HW0567,Laptop 567,Hardware,Laptop,Warehouse,Lenovo,2021,SN-100567,PN-200567,2,reserved
HW0568,Projector 568,Electronics,Projector,Branch B,Epson,2022,SN-100568,PN-200568,15,in use
HW0569,Motorcycle 569,Vehicle,Motorcycle,HQ,Honda,2023,SN-100569,PN-200569,14,disposed
HW0570,Motorcycle 570,Vehicle,Motorcycle,Branch A,Honda,2018,SN-100570,PN-200570,6,disposed
HW0571,Cabinet 571,Furniture,Cabinet,Room 1,Steelcase,2022,SN-100571,PN-200571,7,maintenance
HW0572,Projector 572,Electronics,Projector,Warehouse,Epson,2020,SN-100572,PN-200572,4,in use
HW0573,Cabinet 573,Furniture,Cabinet,Room 3,Steelcase,2023,SN-100573,PN-200573,9,in use
HW0574,Projector 574,Electronics,Projector,Room 1,Epson,2023,SN-100574,PN-200574,13,in use
HW0575,Storage 575,Hardware,Storage,Room 1,Synology,2025,SN-100575,PN-200575,2,in use
HW0576,Server 576,Hardware,Server,HQ,Dell,2018,SN-100576,PN-200576,18,available
HW0577,Firewall 577,Hardware,Firewall,Branch A,Fortinet,2025,SN-100577,PN-200577,17,in use
HW0578,Motorcycle 578,Vehicle,Motorcycle,Room 1,Honda,2017,SN-100578,PN-200578,9,disposed
HW0579,Meeting Table 579,Furniture,Meeting Table,Room 1,IKEA,2025,SN-100579,PN-200579,9,available
HW0580,Switch 580,Network,Switch,Branch A,Cisco,2021,SN-100580,PN-200580,11,reserved
HW0581,Car 581,Vehicle,Car,HQ,Toyota,2017,SN-100581,PN-200581,6,maintenance
HW0582,Motorcycle 582,Vehicle,Motorcycle,Office A,Honda,2021,SN-100582,PN-200582,19,disposed
HW0583,Router 583,Hardware,Router,Data Center,Cisco,2022,SN-100583,PN-200583,14,reserved
HW0584,Firewall 584,Network,Firewall,Branch B,Fortinet,2021,SN-100584,PN-200584,11,disposed
HW0585,Switch 585,Hardware,Switch,Warehouse,Cisco,2020,SN-100585,PN-200585,13,maintenance
HW0586,Van 586,Vehicle,Van,HQ,Nissan,2025,SN-100586,PN-200586,16,reserved
HW0587,Switch 587,Hardware,Switch,Branch B,Cisco,2021,SN-100587,PN-200587,17,disposed
HW0588,Motorcycle 588,Vehicle,Motorcycle,Office A,Honda,2021,SN-100588,PN-200588,3,available
HW0589,Scanner 589,Electronics,Scanner,Room 3,Canon,2019,SN-100589,PN-200589,18,in use
HW0590,Firewall 590,Network,Firewall,Branch B,Fortinet,2020,SN-100590,PN-200590,14,available
HW0591,Switch 591,Hardware,Switch,Branch A,Cisco,2017,SN-100591,PN-200591,7,in use
HW0592,Office Chair 592,Furniture,Office Chair,Room 2,IKEA,2019,SN-100592,PN-200592,4,disposed
HW0593,UPS 593,Hardware,UPS,HQ,APC,2022,SN-100593,PN-200593,15,disposed
HW0594,Cabinet 594,Furniture,Cabinet,HQ,Steelcase,2023,SN-100594,PN-200594,2,in use
HW0595,Router 595,Network,Router,Office B,MikroTik,2024,SN-100595,PN-200595,19,maintenance
HW0596,Desktop 596,Hardware,Desktop,Data Center,HP,2024,SN-100596,PN-200596,12,available
HW0597,Server 597,Hardware,Server,Room 3,Dell,2025,SN-100597,PN-200597,1,in use
HW0598,Server 598,Hardware,Server,Branch B,Dell,2016,SN-100598,PN-200598,5,reserved
HW0599,Projector 599,Electronics,Projector,Room 2,Epson,2016,SN-100599,PN-200599,13,in use
HW0600,Router 600,Network,Router,Office B,MikroTik,2019,SN-100600,PN-200600,9,disposed
HW0601,Van 601,Vehicle,Van,Warehouse,Nissan,2025,SN-100601,PN-200601,12,reserved
HW0602,Switch 602,Hardware,Switch,Data Center,Cisco,2025,SN-100602,PN-200602,4,in use
HW0603,Camera 603,Electronics,Camera,Office A,Sony,2018,SN-100603,PN-200603,5,in use
HW0604,Firewall 604,Network,Firewall,Branch A,Fortinet,2021,SN-100604,PN-200604,12,available
HW0605,Television 605,Electronics,Television,Room 1,Samsung,2016,SN-100605,PN-200605,11,available
HW0606,Cabinet 606,Furniture,Cabinet,Branch A,Steelcase,2024,SN-100606,PN-200606,8,available
HW0607,Van 607,Vehicle,Van,Office B,Nissan,2023,SN-100607,PN-200607,12,available
HW0608,Firewall 608,Hardware,Firewall,Data Center,Fortinet,2022,SN-100608,PN-200608,3,maintenance
HW0609,Cabinet 609,Furniture,Cabinet,Room 3,Steelcase,2020,SN-100609,PN-200609,20,disposed
HW0610,Car 610,Vehicle,Car,Branch B,Toyota,2020,SN-100610,PN-200610,20,in use
HW0611,Projector 611,Electronics,Projector,Warehouse,Epson,2021,SN-100611,PN-200611,20,in use
HW0612,Projector 612,Electronics,Projector,Branch B,Epson,2021,SN-100612,PN-200612,10,available
HW0613,Desk 613,Furniture,Desk,Data Center,IKEA,2018,SN-100613,PN-200613,5,maintenance
HW0614,Projector 614,Electronics,Projector,Branch A,Epson,2016,SN-100614,PN-200614,19,reserved
HW0615,Cabinet 615,Furniture,Cabinet,HQ,Steelcase,2016,SN-100615,PN-200615,6,available
HW0616,Motorcycle 616,Vehicle,Motorcycle,HQ,Honda,2016,SN-100616,PN-200616,7,maintenance
HW0617,Television 617,Electronics,Television,Room 3,Samsung,2017,SN-100617,PN-200617,17,reserved
HW0618,Router 618,Hardware,Router,HQ,Cisco,2024,SN-100618,PN-200618,2,disposed
HW0619,Access Point 619,Network,Access Point,Branch A,Ubiquiti,2019,SN-100619,PN-200619,13,in use
HW0620,Printer 620,Hardware,Printer,Branch A,Canon,2019,SN-100620,PN-200620,12,reserved
HW0621,Television 621,Electronics,Television,Room 2,Samsung,2019,SN-100621,PN-200621,14,available
HW0622,Monitor 622,Hardware,Monitor,HQ,Samsung,2017,SN-100622,PN-200622,3,disposed
HW0623,Desktop 623,Hardware,Desktop,Warehouse,HP,2023,SN-100623,PN-200623,19,reserved
HW0624,Storage 624,Hardware,Storage,HQ,Synology,2023,SN-100624,PN-200624,13,maintenance
HW0625,Desk 625,Furniture,Desk,Room 1,IKEA,2023,SN-100625,PN-200625,2,in use
HW0626,Car 626,Vehicle,Car,Office B,Toyota,2017,SN-100626,PN-200626,7,available
HW0627,Scanner 627,Electronics,Scanner,Room 2,Canon,2019,SN-100627,PN-200627,1,disposed
HW0628,Motorcycle 628,Vehicle,Motorcycle,Branch A,Honda,2020,SN-100628,PN-200628,12,in use
HW0629,Motorcycle 629,Vehicle,Motorcycle,Data Center,Honda,2017,SN-100629,PN-200629,5,available
HW0630,Desk 630,Furniture,Desk,Office A,IKEA,2019,SN-100630,PN-200630,12,in use
HW0631,Television 631,Electronics,Television,Branch A,Samsung,2025,SN-100631,PN-200631,19,maintenance
HW0632,Car 632,Vehicle,Car,Branch B,Toyota,2025,SN-100632,PN-200632,5,reserved
HW0633,Server 633,Hardware,Server,Room 2,Dell,2022,SN-100633,PN-200633,5,reserved
HW0634,Firewall 634,Network,Firewall,Data Center,Fortinet,2025,SN-100634,PN-200634,8,available
HW0635,Camera 635,Electronics,Camera,Room 3,Sony,2017,SN-100635,PN-200635,6,maintenance
HW0636,Office Chair 636,Furniture,Office Chair,HQ,IKEA,2023,SN-100636,PN-200636,14,available
HW0637,Firewall 637,Network,Firewall,Warehouse,Fortinet,2019,SN-100637,PN-200637,6,disposed
HW0638,Motorcycle 638,Vehicle,Motorcycle,Room 1,Honda,2024,SN-100638,PN-200638,7,disposed
HW0639,Van 639,Vehicle,Van,Room 2,Nissan,2023,SN-100639,PN-200639,10,maintenance
HW0640,Van 640,Vehicle,Van,Warehouse,Nissan,2025,SN-100640,PN-200640,18,reserved
HW0641,Television 641,Electronics,Television,Office B,Samsung,2022,SN-100641,PN-200641,19,in use
HW0642,Van 642,Vehicle,Van,Office A,Nissan,2016,SN-100642,PN-200642,7,in use
HW0643,Office Chair 643,Furniture,Office Chair,Branch B,IKEA,2021,SN-100643,PN-200643,13,reserved
HW0644,Van 644,Vehicle,Van,Warehouse,Nissan,2018,SN-100644,PN-200644,14,in use
HW0645,Scanner 645,Electronics,Scanner,Office B,Canon,2017,SN-100645,PN-200645,12,reserved
HW0646,Television 646,Electronics,Television,Branch B,Samsung,2019,SN-100646,PN-200646,11,disposed
HW0647,Television 647,Electronics,Television,Room 2,Samsung,2022,SN-100647,PN-200647,2,in use
HW0648,Motorcycle 648,Vehicle,Motorcycle,Branch A,Honda,2017,SN-100648,PN-200648,1,disposed
HW0649,Printer 649,Hardware,Printer,Office A,Canon,2025,SN-100649,PN-200649,13,disposed
HW0650,Switch 650,Network,Switch,Branch A,Cisco,2022,SN-100650,PN-200650,18,in use
HW0651,Car 651,Vehicle,Car,Data Center,Toyota,2023,SN-100651,PN-200651,20,in use
HW0652,Office Chair 652,Furniture,Office Chair,Warehouse,IKEA,2018,SN-100652,PN-200652,4,maintenance
HW0653,Storage 653,Hardware,Storage,Branch B,Synology,2017,SN-100653,PN-200653,4,in use
HW0654,Car 654,Vehicle,Car,Data Center,Toyota,2020,SN-100654,PN-200654,10,available
HW0655,Router 655,Network,Router,HQ,MikroTik,2018,SN-100655,PN-200655,10,maintenance
HW0656,Desktop 656,Hardware,Desktop,Office B,HP,2024,SN-100656,PN-200656,20,disposed
HW0657,Access Point 657,Network,Access Point,Room 1,Ubiquiti,2021,SN-100657,PN-200657,15,available
HW0658,Cabinet 658,Furniture,Cabinet,HQ,Steelcase,2019,SN-100658,PN-200658,19,disposed
HW0659,Van 659,Vehicle,Van,Room 2,Nissan,2022,SN-100659,PN-200659,10,maintenance
HW0660,Cabinet 660,Furniture,Cabinet,Office A,Steelcase,2020,SN-100660,PN-200660,11,available
HW0661,Router 661,Hardware,Router,Warehouse,Cisco,2024,SN-100661,PN-200661,3,disposed
HW0662,Office Chair 662,Furniture,Office Chair,Room 3,IKEA,2024,SN-100662,PN-200662,18,disposed
HW0663,Firewall 663,Network,Firewall,Office A,Fortinet,2018,SN-100663,PN-200663,9,in use
HW0664,Desk 664,Furniture,Desk,Room 3,IKEA,2024,SN-100664,PN-200664,12,maintenance
HW0665,UPS 665,Hardware,UPS,Room 1,APC,2025,SN-100665,PN-200665,2,available
HW0666,Projector 666,Electronics,Projector,Data Center,Epson,2018,SN-100666,PN-200666,13,disposed
HW0667,Router 667,Network,Router,Office B,MikroTik,2019,SN-100667,PN-200667,2,disposed
HW0668,Scanner 668,Electronics,Scanner,Room 1,Canon,2018,SN-100668,PN-200668,13,disposed
HW0669,Server 669,Hardware,Server,Office A,Dell,2023,SN-100669,PN-200669,20,in use
HW0670,Access Point 670,Network,Access Point,Room 3,Ubiquiti,2022,SN-100670,PN-200670,12,disposed
HW0671,Access Point 671,Network,Access Point,Room 1,Ubiquiti,2021,SN-100671,PN-200671,12,in use
HW0672,Van 672,Vehicle,Van,HQ,Nissan,2025,SN-100672,PN-200672,13,available
HW0673,Motorcycle 673,Vehicle,Motorcycle,Room 2,Honda,2023,SN-100673,PN-200673,20,in use
HW0674,Motorcycle 674,Vehicle,Motorcycle,Warehouse,Honda,2016,SN-100674,PN-200674,9,maintenance
HW0675,Motorcycle 675,Vehicle,Motorcycle,Office B,Honda,2025,SN-100675,PN-200675,2,maintenance
HW0676,UPS 676,Hardware,UPS,HQ,APC,2018,SN-100676,PN-200676,6,disposed
HW0677,Van 677,Vehicle,Van,Data Center,Nissan,2016,SN-100677,PN-200677,13,disposed
HW0678,Switch 678,Network,Switch,Room 2,Cisco,2025,SN-100678,PN-200678,6,disposed
HW0679,Cabinet 679,Furniture,Cabinet,Office B,Steelcase,2017,SN-100679,PN-200679,9,reserved
HW0680,Cabinet 680,Furniture,Cabinet,Office B,Steelcase,2019,SN-100680,PN-200680,8,in use
HW0681,Van 681,Vehicle,Van,Branch B,Nissan,2025,SN-100681,PN-200681,15,in use
HW0682,Office Chair 682,Furniture,Office Chair,Data Center,IKEA,2020,SN-100682,PN-200682,12,maintenance
HW0683,Firewall 683,Network,Firewall,Branch A,Fortinet,2022,SN-100683,PN-200683,13,disposed
HW0684,Camera 684,Electronics,Camera,Room 2,Sony,2020,SN-100684,PN-200684,5,available
HW0685,Switch 685,Network,Switch,Branch B,Cisco,2021,SN-100685,PN-200685,9,reserved
HW0686,Car 686,Vehicle,Car,Warehouse,Toyota,2022,SN-100686,PN-200686,7,maintenance
HW0687,Firewall 687,Hardware,Firewall,Office B,Fortinet,2023,SN-100687,PN-200687,11,disposed
HW0688,Desktop 688,Hardware,Desktop,Room 1,HP,2020,SN-100688,PN-200688,3,available
HW0689,Firewall 689,Network,Firewall,HQ,Fortinet,2018,SN-100689,PN-200689,13,available
HW0690,Printer 690,Hardware,Printer,Room 2,Canon,2016,SN-100690,PN-200690,3,reserved
HW0691,Router 691,Hardware,Router,Room 3,Cisco,2022,SN-100691,PN-200691,16,reserved
HW0692,Firewall 692,Network,Firewall,HQ,Fortinet,2017,SN-100692,PN-200692,12,in use
HW0693,Meeting Table 693,Furniture,Meeting Table,Room 2,IKEA,2024,SN-100693,PN-200693,3,disposed
HW0694,Motorcycle 694,Vehicle,Motorcycle,Room 2,Honda,2023,SN-100694,PN-200694,5,in use
HW0695,Desk 695,Furniture,Desk,Office B,IKEA,2021,SN-100695,PN-200695,9,maintenance
HW0696,Car 696,Vehicle,Car,Office A,Toyota,2016,SN-100696,PN-200696,5,available
HW0697,Switch 697,Network,Switch,Room 3,Cisco,2019,SN-100697,PN-200697,12,available
HW0698,Motorcycle 698,Vehicle,Motorcycle,Room 3,Honda,2020,SN-100698,PN-200698,13,available
HW0699,Car 699,Vehicle,Car,Room 3,Toyota,2022,SN-100699,PN-200699,11,maintenance
HW0700,Meeting Table 700,Furniture,Meeting Table,Office B,IKEA,2016,SN-100700,PN-200700,2,maintenance
HW0701,Car 701,Vehicle,Car,Room 3,Toyota,2024,SN-100701,PN-200701,15,in use
HW0702,Television 702,Electronics,Television,Office A,Samsung,2020,SN-100702,PN-200702,20,in use
HW0703,Car 703,Vehicle,Car,Room 3,Toyota,2019,SN-100703,PN-200703,17,available
HW0704,Meeting Table 704,Furniture,Meeting Table,Room 1,IKEA,2019,SN-100704,PN-200704,11,available
HW0705,Van 705,Vehicle,Van,Branch B,Nissan,2025,SN-100705,PN-200705,12,in use
HW0706,Router 706,Network,Router,Office A,MikroTik,2020,SN-100706,PN-200706,11,in use
HW0707,Firewall 707,Network,Firewall,Office B,Fortinet,2023,SN-100707,PN-200707,13,in use
HW0708,Cabinet 708,Furniture,Cabinet,Data Center,Steelcase,2023,SN-100708,PN-200708,15,maintenance
HW0709,Switch 709,Hardware,Switch,Office B,Cisco,2025,SN-100709,PN-200709,16,reserved
HW0710,Television 710,Electronics,Television,HQ,Samsung,2018,SN-100710,PN-200710,15,in use
HW0711,Firewall 711,Network,Firewall,Data Center,Fortinet,2024,SN-100711,PN-200711,16,available
HW0712,Storage 712,Hardware,Storage,Room 2,Synology,2024,SN-100712,PN-200712,19,reserved
HW0713,Scanner 713,Electronics,Scanner,Branch B,Canon,2021,SN-100713,PN-200713,3,maintenance
HW0714,Storage 714,Hardware,Storage,Room 1,Synology,2021,SN-100714,PN-200714,12,available
HW0715,Switch 715,Hardware,Switch,Office B,Cisco,2024,SN-100715,PN-200715,14,available
HW0716,Car 716,Vehicle,Car,Room 3,Toyota,2025,SN-100716,PN-200716,12,reserved
HW0717,Office Chair 717,Furniture,Office Chair,Office A,IKEA,2025,SN-100717,PN-200717,4,reserved
HW0718,Car 718,Vehicle,Car,Room 3,Toyota,2019,SN-100718,PN-200718,14,maintenance
HW0719,Monitor 719,Hardware,Monitor,Branch A,Samsung,2023,SN-100719,PN-200719,11,maintenance
HW0720,Access Point 720,Network,Access Point,HQ,Ubiquiti,2023,SN-100720,PN-200720,11,maintenance
HW0721,Car 721,Vehicle,Car,Office A,Toyota,2017,SN-100721,PN-200721,12,disposed
HW0722,Office Chair 722,Furniture,Office Chair,Room 1,IKEA,2017,SN-100722,PN-200722,17,maintenance
HW0723,Router 723,Network,Router,Room 1,MikroTik,2019,SN-100723,PN-200723,17,disposed
HW0724,Television 724,Electronics,Television,Warehouse,Samsung,2016,SN-100724,PN-200724,5,reserved
HW0725,Car 725,Vehicle,Car,Data Center,Toyota,2023,SN-100725,PN-200725,16,reserved
HW0726,Access Point 726,Network,Access Point,Warehouse,Ubiquiti,2016,SN-100726,PN-200726,20,reserved
HW0727,Van 727,Vehicle,Van,Branch B,Nissan,2025,SN-100727,PN-200727,10,reserved
HW0728,Camera 728,Electronics,Camera,Branch A,Sony,2024,SN-100728,PN-200728,11,maintenance
HW0729,Motorcycle 729,Vehicle,Motorcycle,Branch A,Honda,2023,SN-100729,PN-200729,8,in use
HW0730,Switch 730,Network,Switch,Room 2,Cisco,2023,SN-100730,PN-200730,19,in use
HW0731,Motorcycle 731,Vehicle,Motorcycle,Office A,Honda,2017,SN-100731,PN-200731,10,maintenance
HW0732,Access Point 732,Network,Access Point,Branch A,Ubiquiti,2023,SN-100732,PN-200732,9,in use
HW0733,Car 733,Vehicle,Car,Room 1,Toyota,2023,SN-100733,PN-200733,15,disposed
HW0734,Access Point 734,Network,Access Point,Branch A,Ubiquiti,2022,SN-100734,PN-200734,11,reserved
HW0735,Camera 735,Electronics,Camera,Office B,Sony,2021,SN-100735,PN-200735,19,in use
HW0736,Van 736,Vehicle,Van,Room 2,Nissan,2017,SN-100736,PN-200736,18,disposed
HW0737,Server 737,Hardware,Server,Room 2,Dell,2016,SN-100737,PN-200737,13,available
HW0738,Firewall 738,Network,Firewall,Office B,Fortinet,2017,SN-100738,PN-200738,9,reserved
HW0739,Switch 739,Network,Switch,Room 1,Cisco,2022,SN-100739,PN-200739,11,available
HW0740,UPS 740,Hardware,UPS,Room 2,APC,2021,SN-100740,PN-200740,17,maintenance
HW0741,Router 741,Hardware,Router,Room 2,Cisco,2024,SN-100741,PN-200741,12,maintenance
HW0742,Television 742,Electronics,Television,Office A,Samsung,2019,SN-100742,PN-200742,16,in use
HW0743,Access Point 743,Network,Access Point,Office A,Ubiquiti,2021,SN-100743,PN-200743,1,disposed
HW0744,Firewall 744,Network,Firewall,Data Center,Fortinet,2016,SN-100744,PN-200744,19,maintenance
HW0745,Car 745,Vehicle,Car,Branch A,Toyota,2023,SN-100745,PN-200745,4,maintenance
HW0746,Switch 746,Hardware,Switch,Office A,Cisco,2019,SN-100746,PN-200746,5,available
HW0747,Desktop 747,Hardware,Desktop,Warehouse,HP,2020,SN-100747,PN-200747,15,available
HW0748,Router 748,Hardware,Router,Office B,Cisco,2018,SN-100748,PN-200748,2,maintenance
HW0749,Firewall 749,Network,Firewall,Warehouse,Fortinet,2023,SN-100749,PN-200749,15,disposed
HW0750,Desk 750,Furniture,Desk,Data Center,IKEA,2024,SN-100750,PN-200750,3,disposed
HW0751,Firewall 751,Network,Firewall,Data Center,Fortinet,2017,SN-100751,PN-200751,2,available
HW0752,Scanner 752,Electronics,Scanner,Room 1,Canon,2025,SN-100752,PN-200752,6,maintenance
HW0753,Storage 753,Hardware,Storage,Data Center,Synology,2021,SN-100753,PN-200753,11,disposed
HW0754,UPS 754,Hardware,UPS,Branch A,APC,2017,SN-100754,PN-200754,1,available
HW0755,Motorcycle 755,Vehicle,Motorcycle,Data Center,Honda,2018,SN-100755,PN-200755,13,disposed
HW0756,Cabinet 756,Furniture,Cabinet,Branch B,Steelcase,2019,SN-100756,PN-200756,18,reserved
HW0757,Storage 757,Hardware,Storage,Office A,Synology,2022,SN-100757,PN-200757,18,available
HW0758,Van 758,Vehicle,Van,Room 3,Nissan,2025,SN-100758,PN-200758,10,reserved
HW0759,Television 759,Electronics,Television,Branch A,Samsung,2023,SN-100759,PN-200759,8,reserved
HW0760,Television 760,Electronics,Television,Data Center,Samsung,2016,SN-100760,PN-200760,5,reserved
HW0761,Router 761,Network,Router,HQ,MikroTik,2021,SN-100761,PN-200761,7,reserved
HW0762,Office Chair 762,Furniture,Office Chair,HQ,IKEA,2022,SN-100762,PN-200762,7,available
HW0763,Monitor 763,Hardware,Monitor,Branch B,Samsung,2016,SN-100763,PN-200763,6,maintenance
HW0764,Car 764,Vehicle,Car,Warehouse,Toyota,2021,SN-100764,PN-200764,1,reserved
HW0765,Motorcycle 765,Vehicle,Motorcycle,Warehouse,Honda,2018,SN-100765,PN-200765,20,available
HW0766,Access Point 766,Network,Access Point,HQ,Ubiquiti,2019,SN-100766,PN-200766,11,disposed
HW0767,Office Chair 767,Furniture,Office Chair,Room 2,IKEA,2025,SN-100767,PN-200767,4,maintenance
HW0768,Switch 768,Hardware,Switch,Office B,Cisco,2024,SN-100768,PN-200768,14,maintenance
HW0769,Server 769,Hardware,Server,Office A,Dell,2017,SN-100769,PN-200769,2,in use
HW0770,Office Chair 770,Furniture,Office Chair,Data Center,IKEA,2023,SN-100770,PN-200770,20,reserved
HW0771,Meeting Table 771,Furniture,Meeting Table,Room 3,IKEA,2019,SN-100771,PN-200771,13,reserved
HW0772,Car 772,Vehicle,Car,Room 3,Toyota,2024,SN-100772,PN-200772,15,available
HW0773,Switch 773,Network,Switch,Room 2,Cisco,2023,SN-100773,PN-200773,17,reserved
HW0774,Desk 774,Furniture,Desk,Room 3,IKEA,2025,SN-100774,PN-200774,13,reserved
HW0775,UPS 775,Hardware,UPS,Room 2,APC,2025,SN-100775,PN-200775,4,reserved
HW0776,Car 776,Vehicle,Car,Office B,Toyota,2017,SN-100776,PN-200776,19,reserved
HW0777,Switch 777,Network,Switch,HQ,Cisco,2024,SN-100777,PN-200777,2,in use
HW0778,Car 778,Vehicle,Car,Branch A,Toyota,2022,SN-100778,PN-200778,4,maintenance
HW0779,Office Chair 779,Furniture,Office Chair,Office A,IKEA,2018,SN-100779,PN-200779,18,disposed
HW0780,Car 780,Vehicle,Car,HQ,Toyota,2024,SN-100780,PN-200780,7,disposed
HW0781,Office Chair 781,Furniture,Office Chair,Office B,IKEA,2025,SN-100781,PN-200781,7,disposed
HW0782,Television 782,Electronics,Television,Office B,Samsung,2018,SN-100782,PN-200782,18,disposed
HW0783,Van 783,Vehicle,Van,Room 1,Nissan,2021,SN-100783,PN-200783,16,reserved
HW0784,Office Chair 784,Furniture,Office Chair,Warehouse,IKEA,2024,SN-100784,PN-200784,6,reserved
HW0785,Router 785,Hardware,Router,Room 1,Cisco,2021,SN-100785,PN-200785,12,available
HW0786,Router 786,Hardware,Router,Room 2,Cisco,2022,SN-100786,PN-200786,13,disposed
HW0787,Laptop 787,Hardware,Laptop,Office A,Lenovo,2017,SN-100787,PN-200787,4,reserved
HW0788,Car 788,Vehicle,Car,Office B,Toyota,2019,SN-100788,PN-200788,2,reserved
HW0789,Camera 789,Electronics,Camera,Data Center,Sony,2025,SN-100789,PN-200789,12,available
HW0790,UPS 790,Hardware,UPS,Room 3,APC,2020,SN-100790,PN-200790,15,maintenance
HW0791,Camera 791,Electronics,Camera,HQ,Sony,2019,SN-100791,PN-200791,13,disposed
HW0792,Router 792,Network,Router,HQ,MikroTik,2021,SN-100792,PN-200792,16,in use
HW0793,Desk 793,Furniture,Desk,Office B,IKEA,2018,SN-100793,PN-200793,5,reserved
HW0794,Cabinet 794,Furniture,Cabinet,HQ,Steelcase,2021,SN-100794,PN-200794,14,available
HW0795,Desktop 795,Hardware,Desktop,Branch A,HP,2025,SN-100795,PN-200795,16,maintenance
HW0796,Router 796,Network,Router,Office A,MikroTik,2024,SN-100796,PN-200796,18,reserved
HW0797,Cabinet 797,Furniture,Cabinet,Room 3,Steelcase,2019,SN-100797,PN-200797,20,available
HW0798,Meeting Table 798,Furniture,Meeting Table,Room 3,IKEA,2024,SN-100798,PN-200798,20,reserved
HW0799,Cabinet 799,Furniture,Cabinet,Branch B,Steelcase,2017,SN-100799,PN-200799,7,disposed
HW0800,Television 800,Electronics,Television,HQ,Samsung,2021,SN-100800,PN-200800,12,disposed
HW0801,Desk 801,Furniture,Desk,Branch A,IKEA,2019,SN-100801,PN-200801,13,in use
HW0802,Camera 802,Electronics,Camera,Room 1,Sony,2018,SN-100802,PN-200802,10,reserved
HW0803,Storage 803,Hardware,Storage,Branch B,Synology,2020,SN-100803,PN-200803,20,in use
HW0804,Switch 804,Hardware,Switch,Branch B,Cisco,2019,SN-100804,PN-200804,7,available
HW0805,Scanner 805,Electronics,Scanner,Branch A,Canon,2025,SN-100805,PN-200805,11,reserved
HW0806,Router 806,Network,Router,HQ,MikroTik,2021,SN-100806,PN-200806,18,reserved
HW0807,Server 807,Hardware,Server,Office B,Dell,2023,SN-100807,PN-200807,5,available
HW0808,Router 808,Network,Router,Room 1,MikroTik,2024,SN-100808,PN-200808,1,maintenance
HW0809,Monitor 809,Hardware,Monitor,Room 1,Samsung,2020,SN-100809,PN-200809,19,available
HW0810,Motorcycle 810,Vehicle,Motorcycle,Room 2,Honda,2019,SN-100810,PN-200810,17,reserved
HW0811,Car 811,Vehicle,Car,Office A,Toyota,2025,SN-100811,PN-200811,9,available
HW0812,Scanner 812,Electronics,Scanner,Office A,Canon,2025,SN-100812,PN-200812,5,reserved
HW0813,Scanner 813,Electronics,Scanner,Branch B,Canon,2025,SN-100813,PN-200813,10,reserved
HW0814,Office Chair 814,Furniture,Office Chair,Office B,IKEA,2021,SN-100814,PN-200814,11,reserved
HW0815,Projector 815,Electronics,Projector,Data Center,Epson,2021,SN-100815,PN-200815,14,available
HW0816,Office Chair 816,Furniture,Office Chair,Data Center,IKEA,2016,SN-100816,PN-200816,2,reserved
HW0817,Cabinet 817,Furniture,Cabinet,Room 1,Steelcase,2019,SN-100817,PN-200817,3,maintenance
