Name,Part Number,Stock Level,Minimum Stock Level,Unit Cost,Site ID,Category,Location,Status,Used By,Created By
Industrial CPU,SP-65903,9,5,286.28,2,CPU,Warehouse - Row 1,available,,9
Standard HDMI CABLE,SP-86779,28,6,199.84,1,HDMI CABLE,Cabinet 2 - Bottom,available,,4
Industrial HDMI CABLE,SP-29118,45,9,320.99,9,HDMI CABLE,Warehouse - Row 2,faulty,,4
Premium NETWORK CARD,SP-19327,46,3,79.56,9,NETWORK CARD,Drawer #2,faulty,,10
Pro CABLE TRACER,SP-33865,38,7,209.85,5,CABLE TRACER,Warehouse - Row 2,available,,2
Pro USB HUB,SP-23944,36,10,136.38,9,USB HUB,Drawer #1,available,,10
Fiber 5m CABLE,SP-53333,33,3,332.4,9,CABLE,Cabinet 2 - Top,faulty,,2
DDR5 16GB RAM,SP-27896,12,5,33.64,2,RAM,Drawer #2,in_used,18,7
Pro MOTHERBOARD,SP-66507,8,4,465.96,10,MOTHERBOARD,Workshop Bench,in_used,7,1
Fiber 5m CABLE,SP-63828,49,10,60.91,6,CABLE,Storage Closet A,available,,9
Pro NETWORK CARD,SP-55477,9,2,340.6,1,NETWORK CARD,Cabinet 2 - Top,in_used,21,3
Standard CABLE TRACER,SP-86037,1,1,452.74,8,CABLE TRACER,Rack C - Shelf 2,available,,10
750W PSU,SP-59145,38,4,441.97,3,PSU,Server Room - Rack 02,available,,6
Pro GPU,SP-14773,48,7,248.23,10,GPU,Rack B - Shelf 1,faulty,,6
10g THERMAL PASTE,SP-49628,17,10,93.57,4,THERMAL PASTE,Warehouse - Row 1,available,,3
Pro HDD,SP-62941,23,1,320.74,6,HDD,Rack C - Shelf 1,available,,9
3g THERMAL PASTE,SP-26372,24,4,474.94,8,THERMAL PASTE,Drawer #3,available,,1
Industrial DDR4 RAM,SP-13716,32,6,98.22,2,DDR4 RAM,Rack A - Shelf 3,in_used,10,3
10g THERMAL PASTE,SP-22773,35,4,282.94,4,THERMAL PASTE,Cabinet 2 - Top,available,,2
22-inch MONITOR,SP-56152,1,4,421.75,10,MONITOR,Server Room - Rack 02,available,,4
Industrial SATA CABLE,SP-48266,35,8,203.47,6,SATA CABLE,Rack C - Shelf 2,available,,3
Pro CABLE TRACER,SP-85308,50,10,490.16,1,CABLE TRACER,Rack B - Shelf 2,in_used,13,3
Premium GPU,SP-39045,48,7,105.07,5,GPU,Cabinet 2 - Top,available,,8
750W PSU,SP-47391,24,2,191.94,1,PSU,Workshop Bench,available,,9
Membrane KEYBOARD,SP-32223,21,2,135.86,7,KEYBOARD,Cabinet 1 - Right,faulty,,6
Premium M.2 SSD,SP-16726,40,2,240.95,1,M.2 SSD,Cabinet 2 - Top,in_used,3,2
120mm FAN,SP-78770,3,7,147.76,8,FAN,Rack B - Shelf 1,faulty,,3
750W PSU,SP-89734,49,4,372.05,3,PSU,Cabinet 1 - Right,available,,4
Standard M.2 SSD,SP-56241,40,8,304.98,4,M.2 SSD,Drawer #2,available,,4
Pro HDD,SP-87457,47,7,408.72,7,HDD,Cabinet 1 - Left,faulty,,10
Cat6 3m CABLE,SP-12432,45,5,102.14,2,CABLE,Drawer #1,in_used,5,5
4TB HDD STORAGE,SP-94902,21,2,233.91,6,STORAGE,Rack B - Shelf 1,available,,10
DDR4 16GB RAM,SP-32384,21,3,301.64,2,RAM,Server Room - Rack 01,in_used,17,8
Standard USB HUB,SP-43682,18,4,26.88,7,USB HUB,Rack A - Shelf 2,faulty,,7
Pro MOTHERBOARD,SP-83548,33,10,325.5,10,MOTHERBOARD,Rack C - Shelf 1,available,,7
Standard DDR4 RAM,SP-48180,2,1,303.74,2,DDR4 RAM,Workshop Bench,available,,6
80mm FAN,SP-67575,4,3,379.18,1,FAN,Cabinet 2 - Bottom,available,,10
Premium SATA CABLE,SP-47807,35,9,193.49,6,SATA CABLE,Cabinet 1 - Left,faulty,,7
80mm FAN,SP-23862,43,5,348.37,2,FAN,Drawer #3,available,,5
DDR5 16GB RAM,SP-19443,20,8,262.35,2,RAM,Storage Closet A,available,,5
Standard HEATSINK,SP-92313,18,8,113.72,3,HEATSINK,Rack C - Shelf 2,available,,3
Industrial SATA CABLE,SP-28097,33,5,300.16,9,SATA CABLE,Drawer #2,faulty,,5
Standard CPU,SP-86531,36,6,2.36,7,CPU,Server Room - Rack 01,available,,10
500W PSU,SP-24245,33,2,113.4,6,PSU,Drawer #3,available,,1
Membrane KEYBOARD,SP-26886,35,6,113.24,10,KEYBOARD,Rack B - Shelf 1,in_used,4,4
Pass-through RJ45,SP-48373,30,2,264.55,7,RJ45,Drawer #2,available,,9
Pro USB HUB,SP-42513,19,10,262.85,8,USB HUB,Rack A - Shelf 2,in_used,6,8
Membrane KEYBOARD,SP-59373,2,1,387.64,7,KEYBOARD,Rack A - Shelf 2,faulty,,2
Pro HDMI CABLE,SP-58063,2,4,456.0,1,HDMI CABLE,Cabinet 2 - Bottom,faulty,,6
Standard MOTHERBOARD,SP-31695,36,5,401.37,9,MOTHERBOARD,Warehouse - Row 2,available,,3
850W PSU,SP-62993,17,2,104.97,1,PSU,Rack A - Shelf 2,in_used,16,6
Standard GPU,SP-50115,22,8,418.99,3,GPU,Warehouse - Row 2,available,,5
Premium HDMI CABLE,SP-64052,18,7,293.25,5,HDMI CABLE,Cabinet 2 - Top,available,,7
Industrial HDMI CABLE,SP-29667,37,6,118.37,5,HDMI CABLE,Cabinet 1 - Left,available,,5
Premium CABLE TRACER,SP-30942,18,5,385.91,4,CABLE TRACER,Rack A - Shelf 3,available,,7
Standard NETWORK CARD,SP-34207,25,4,113.28,5,NETWORK CARD,Workshop Bench,available,,6
Industrial SSD,SP-45367,35,1,463.43,10,SSD,Rack B - Shelf 1,in_used,3,10
750W PSU,SP-16877,47,8,177.62,1,PSU,Storage Closet A,faulty,,4
512GB SSD STORAGE,SP-24716,9,7,219.25,8,STORAGE,Rack A - Shelf 1,available,,3
Premium USB HUB,SP-71995,8,7,70.14,2,USB HUB,Storage Closet A,available,,2
Standard USB HUB,SP-95274,35,5,9.39,2,USB HUB,Rack C - Shelf 2,available,,10
Pro CPU,SP-74511,19,9,147.44,4,CPU,Rack C - Shelf 2,available,,10
Pro POWER CABLE,SP-46736,26,7,121.82,1,POWER CABLE,Cabinet 1 - Right,available,,6
120mm FAN,SP-79485,14,10,227.04,4,FAN,Drawer #1,available,,5
27-inch MONITOR,SP-55290,3,6,91.09,3,MONITOR,Rack A - Shelf 2,faulty,,8
Pro DDR5 RAM,SP-19461,9,7,387.38,3,DDR5 RAM,Warehouse - Row 2,in_used,10,5
Standard USB HUB,SP-41954,47,7,220.06,9,USB HUB,Rack C - Shelf 2,faulty,,1
Industrial SSD,SP-28858,45,8,288.76,4,SSD,Storage Closet A,faulty,,6
Unshielded RJ45,SP-78820,31,9,463.21,1,RJ45,Cabinet 1 - Left,available,,7
DDR4 32GB RAM,SP-95712,14,10,260.2,6,RAM,Drawer #2,faulty,,1
Membrane KEYBOARD,SP-49366,43,8,58.45,3,KEYBOARD,Cabinet 2 - Top,faulty,,10
Standard MOTHERBOARD,SP-90984,31,9,352.14,2,MOTHERBOARD,Warehouse - Row 1,available,,7
Pro M.2 SSD,SP-45350,24,8,349.77,1,M.2 SSD,Storage Closet A,available,,3
Premium MOTHERBOARD,SP-56847,10,5,457.35,5,MOTHERBOARD,Rack A - Shelf 2,faulty,,1
500W PSU,SP-72115,17,7,346.89,1,PSU,Warehouse - Row 2,available,,9
Industrial GPU,SP-89661,43,3,38.62,9,GPU,Workshop Bench,available,,7
Industrial CPU,SP-86489,47,7,157.62,4,CPU,Rack A - Shelf 2,faulty,,7
Standard SATA CABLE,SP-34998,21,3,419.68,5,SATA CABLE,Rack B - Shelf 2,available,,3
Shielded RJ45,SP-58955,21,6,342.51,8,RJ45,Cabinet 1 - Left,available,,8
27-inch MONITOR,SP-50841,24,9,369.72,1,MONITOR,Rack B - Shelf 2,faulty,,5
32-inch MONITOR,SP-22046,41,4,173.26,2,MONITOR,Server Room - Rack 01,available,,2
Premium POWER CABLE,SP-24141,35,5,386.87,8,POWER CABLE,Cabinet 1 - Left,available,,1
Pro USB HUB,SP-85967,16,10,196.94,8,USB HUB,Storage Closet A,available,,3
Pro DDR4 RAM,SP-78187,1,3,345.76,3,DDR4 RAM,Cabinet 2 - Top,in_used,8,1
Wireless MOUSE,SP-83634,36,3,251.94,10,MOUSE,Rack C - Shelf 2,available,,1
Pro HEATSINK,SP-32968,27,6,341.37,6,HEATSINK,Drawer #3,available,,2
Wireless KEYBOARD,SP-69491,16,3,385.33,9,KEYBOARD,Drawer #2,available,,5
Mechanical KEYBOARD,SP-51824,19,8,39.03,4,KEYBOARD,Rack C - Shelf 1,faulty,,6
Wireless MOUSE,SP-49805,10,8,93.11,1,MOUSE,Cabinet 2 - Top,faulty,,4
Industrial SATA CABLE,SP-97988,10,1,173.34,1,SATA CABLE,Drawer #2,available,,7
Unshielded RJ45,SP-50292,5,8,404.6,8,RJ45,Cabinet 2 - Top,faulty,,2
Industrial HEATSINK,SP-50185,26,5,57.79,9,HEATSINK,Rack A - Shelf 2,faulty,,6
Industrial HDD,SP-65062,15,9,184.34,4,HDD,Rack A - Shelf 3,faulty,,3
Pro NETWORK CARD,SP-76073,40,8,32.44,6,NETWORK CARD,Rack A - Shelf 1,available,,3
Industrial POWER CABLE,SP-94378,11,6,238.63,9,POWER CABLE,Rack A - Shelf 3,in_used,9,8
Wireless MOUSE,SP-94249,13,8,459.4,7,MOUSE,Rack A - Shelf 3,faulty,,10
Cat6 5m CABLE,SP-71343,9,5,167.57,2,CABLE,Cabinet 2 - Bottom,faulty,,1
Wireless KEYBOARD,SP-23067,28,3,340.7,5,KEYBOARD,Rack A - Shelf 2,available,,9
4TB HDD STORAGE,SP-66179,35,9,494.74,8,STORAGE,Storage Closet A,in_used,12,1
1TB SSD STORAGE,SP-62643,19,1,471.19,4,STORAGE,Drawer #3,available,,4
Premium HEATSINK,SP-63689,8,10,404.87,10,HEATSINK,Workshop Bench,available,,10
Industrial NETWORK CARD,SP-92644,21,10,151.22,10,NETWORK CARD,Rack C - Shelf 1,available,,4
2TB HDD STORAGE,SP-16157,0,5,226.33,5,STORAGE,Drawer #1,available,,3
4TB HDD STORAGE,SP-85397,4,3,170.54,1,STORAGE,Cabinet 2 - Top,faulty,,4
80mm FAN,SP-33027,3,6,357.23,7,FAN,Storage Closet A,faulty,,10
32-inch MONITOR,SP-56791,29,8,261.91,7,MONITOR,Warehouse - Row 2,faulty,,10
Pass-through RJ45,SP-21708,25,8,251.33,4,RJ45,Drawer #1,faulty,,1
Pro POWER CABLE,SP-16653,5,4,15.36,8,POWER CABLE,Cabinet 2 - Bottom,available,,1
Premium HDMI CABLE,SP-17810,19,7,480.65,4,HDMI CABLE,Server Room - Rack 01,faulty,,5
Standard DDR4 RAM,SP-81022,20,6,299.9,8,DDR4 RAM,Rack A - Shelf 3,available,,3
32-inch MONITOR,SP-78764,28,10,11.7,7,MONITOR,Drawer #3,available,,4
Pro SATA CABLE,SP-99266,15,10,224.21,8,SATA CABLE,Rack C - Shelf 2,available,,5
Gaming MOUSE,SP-12062,29,10,138.28,1,MOUSE,Workshop Bench,in_used,13,10
Pro CABLE TRACER,SP-73839,14,1,171.85,1,CABLE TRACER,Drawer #3,in_used,5,2
Standard SATA CABLE,SP-49939,3,6,200.43,4,SATA CABLE,Rack A - Shelf 3,available,,10
Membrane KEYBOARD,SP-64585,35,10,347.0,4,KEYBOARD,Server Room - Rack 01,available,,4
Industrial SATA CABLE,SP-19546,28,1,415.2,9,SATA CABLE,Server Room - Rack 01,available,,4
Unshielded RJ45,SP-44807,4,1,205.51,2,RJ45,Cabinet 2 - Top,available,,8
4TB HDD STORAGE,SP-77772,12,2,239.25,8,STORAGE,Warehouse - Row 1,available,,8
Industrial MOTHERBOARD,SP-42008,1,8,205.68,9,MOTHERBOARD,Warehouse - Row 2,in_used,6,7
Industrial HEATSINK,SP-45577,2,2,218.79,9,HEATSINK,Warehouse - Row 1,in_used,7,5
Pro HDMI CABLE,SP-11225,13,8,484.87,3,HDMI CABLE,Rack B - Shelf 1,available,,8
Standard SATA CABLE,SP-69658,46,10,480.74,4,SATA CABLE,Storage Closet A,in_used,15,4
5g THERMAL PASTE,SP-62046,8,4,290.84,4,THERMAL PASTE,Rack B - Shelf 2,available,,5
Standard HDMI CABLE,SP-57456,9,10,375.89,10,HDMI CABLE,Cabinet 2 - Bottom,in_used,4,6
Pro CABLE TRACER,SP-33299,32,10,349.55,2,CABLE TRACER,Rack A - Shelf 2,available,,9
3g THERMAL PASTE,SP-68762,24,5,100.66,7,THERMAL PASTE,Rack A - Shelf 3,available,,9
Pro DDR5 RAM,SP-33142,20,5,188.74,3,DDR5 RAM,Rack A - Shelf 1,available,,6
Fiber 5m CABLE,SP-72984,40,9,267.26,8,CABLE,Cabinet 1 - Right,in_used,5,8
Industrial DDR5 RAM,SP-86433,46,10,54.88,2,DDR5 RAM,Storage Closet A,available,,2
Cat6 3m CABLE,SP-54654,39,1,371.99,1,CABLE,Cabinet 2 - Bottom,available,,5
Standard M.2 SSD,SP-82621,31,10,447.97,8,M.2 SSD,Drawer #3,available,,9
Premium CABLE TRACER,SP-88918,49,1,420.78,6,CABLE TRACER,Workshop Bench,in_used,4,5
Industrial HDD,SP-34093,18,1,201.19,3,HDD,Rack B - Shelf 1,available,,7
Pro HDMI CABLE,SP-10244,31,9,409.51,5,HDMI CABLE,Rack A - Shelf 3,available,,3
Membrane KEYBOARD,SP-36939,7,10,473.05,7,KEYBOARD,Drawer #2,available,,1
32-inch MONITOR,SP-15306,24,1,410.52,6,MONITOR,Workshop Bench,faulty,,6
DDR4 8GB RAM,SP-74334,4,7,439.52,1,RAM,Drawer #1,available,,8
Industrial DDR5 RAM,SP-46505,42,6,459.16,5,DDR5 RAM,Warehouse - Row 2,faulty,,5
Pro SSD,SP-22830,37,1,129.62,4,SSD,Drawer #1,available,,5
Premium NETWORK CARD,SP-37341,6,6,44.76,1,NETWORK CARD,Workshop Bench,available,,4
Premium HEATSINK,SP-32887,22,3,208.91,6,HEATSINK,Rack B - Shelf 2,available,,7
Unshielded RJ45,SP-16041,47,10,229.42,6,RJ45,Drawer #3,available,,1
Membrane KEYBOARD,SP-48958,21,9,285.28,9,KEYBOARD,Server Room - Rack 01,available,,2
Premium CPU,SP-24222,25,5,404.12,7,CPU,Workshop Bench,available,,6
Industrial M.2 SSD,SP-39487,7,1,431.62,3,M.2 SSD,Drawer #3,available,,4
Wireless MOUSE,SP-37512,3,1,490.28,10,MOUSE,Server Room - Rack 01,available,,8
Industrial M.2 SSD,SP-96169,33,6,156.61,4,M.2 SSD,Rack A - Shelf 1,faulty,,1
22-inch MONITOR,SP-61771,21,3,151.34,1,MONITOR,Server Room - Rack 01,available,,2
Standard M.2 SSD,SP-56047,37,7,234.66,4,M.2 SSD,Workshop Bench,faulty,,8
Standard DDR5 RAM,SP-38868,27,8,179.45,4,DDR5 RAM,Rack A - Shelf 3,available,,6
32-inch MONITOR,SP-21723,22,6,204.8,10,MONITOR,Drawer #1,in_used,4,8
Premium CABLE TRACER,SP-91260,23,9,177.39,4,CABLE TRACER,Server Room - Rack 01,available,,4
Premium M.2 SSD,SP-58525,26,1,188.44,1,M.2 SSD,Storage Closet A,available,,3
Industrial NETWORK CARD,SP-25643,23,10,207.07,6,NETWORK CARD,Rack B - Shelf 1,available,,9
Industrial NETWORK CARD,SP-17664,44,3,309.57,7,NETWORK CARD,Server Room - Rack 02,available,,8
Premium NETWORK CARD,SP-52970,6,8,272.93,3,NETWORK CARD,Storage Closet A,available,,5
3g THERMAL PASTE,SP-43233,38,9,239.81,6,THERMAL PASTE,Cabinet 2 - Bottom,available,,6
DDR4 8GB RAM,SP-17321,23,8,286.73,5,RAM,Warehouse - Row 2,available,,6
750W PSU,SP-95417,39,6,58.44,5,PSU,Drawer #2,available,,6
Pro USB HUB,SP-81995,9,10,294.0,3,USB HUB,Cabinet 1 - Right,available,,5
Standard HDD,SP-81139,35,10,372.39,10,HDD,Cabinet 2 - Bottom,faulty,,2
Industrial SSD,SP-98239,43,4,361.4,9,SSD,Storage Closet A,available,,4
Standard HDMI CABLE,SP-89353,30,8,129.93,8,HDMI CABLE,Workshop Bench,available,,2
Industrial HDD,SP-10972,27,4,370.28,4,HDD,Rack C - Shelf 1,faulty,,10
24-inch MONITOR,SP-96824,46,6,117.31,2,MONITOR,Server Room - Rack 02,available,,7
Pro M.2 SSD,SP-67097,24,7,166.08,6,M.2 SSD,Workshop Bench,faulty,,7
Unshielded RJ45,SP-14124,50,3,64.51,6,RJ45,Drawer #3,available,,10
4TB HDD STORAGE,SP-71638,11,8,493.56,9,STORAGE,Rack A - Shelf 2,in_used,9,4
Standard CPU,SP-13877,1,9,171.78,2,CPU,Cabinet 1 - Left,available,,4
Standard NETWORK CARD,SP-98803,0,3,117.21,4,NETWORK CARD,Rack A - Shelf 1,in_used,19,5
5g THERMAL PASTE,SP-98807,28,6,124.88,1,THERMAL PASTE,Cabinet 2 - Bottom,faulty,,5
Premium CABLE TRACER,SP-88098,30,6,486.42,3,CABLE TRACER,Drawer #1,available,,8
Industrial CPU,SP-90444,9,8,218.56,1,CPU,Server Room - Rack 02,faulty,,5
Pro HDMI CABLE,SP-10219,32,6,171.88,1,HDMI CABLE,Server Room - Rack 01,faulty,,9
140mm FAN,SP-88226,42,6,339.97,2,FAN,Rack B - Shelf 1,available,,9
Premium MOTHERBOARD,SP-37251,0,8,141.51,1,MOTHERBOARD,Rack A - Shelf 2,available,,8
Wireless KEYBOARD,SP-35941,45,5,176.56,4,KEYBOARD,Rack A - Shelf 1,in_used,12,6
Wireless KEYBOARD,SP-87719,34,7,75.34,3,KEYBOARD,Warehouse - Row 1,available,,10
Standard NETWORK CARD,SP-52025,36,2,492.91,3,NETWORK CARD,Cabinet 1 - Right,available,,1
Premium M.2 SSD,SP-12977,8,6,92.71,1,M.2 SSD,Server Room - Rack 02,faulty,,10
Pro USB HUB,SP-41373,8,2,248.63,2,USB HUB,Rack B - Shelf 2,in_used,4,3
Pro NETWORK CARD,SP-15972,2,1,377.44,6,NETWORK CARD,Server Room - Rack 01,available,,2
32-inch MONITOR,SP-40271,45,9,240.14,1,MONITOR,Drawer #3,available,,2
Standard NETWORK CARD,SP-12589,6,5,408.26,7,NETWORK CARD,Rack C - Shelf 1,available,,3
120mm FAN,SP-71592,9,7,282.82,5,FAN,Rack C - Shelf 2,in_used,2,8
Standard CPU,SP-65508,4,6,39.05,3,CPU,Rack A - Shelf 2,faulty,,3
Industrial NETWORK CARD,SP-52949,34,9,388.41,3,NETWORK CARD,Rack C - Shelf 2,available,,1
Wireless KEYBOARD,SP-34843,43,1,134.39,4,KEYBOARD,Warehouse - Row 1,available,,2
Industrial HDMI CABLE,SP-91226,7,4,18.94,6,HDMI CABLE,Rack A - Shelf 3,available,,3
Industrial SATA CABLE,SP-50929,14,4,213.53,5,SATA CABLE,Server Room - Rack 01,faulty,,4
Mechanical KEYBOARD,SP-82368,11,1,473.5,5,KEYBOARD,Warehouse - Row 2,available,,5
Industrial HDD,SP-57158,0,2,442.05,8,HDD,Drawer #2,available,,1
DDR4 16GB RAM,SP-35938,12,8,37.1,6,RAM,Cabinet 1 - Left,in_used,14,4
Industrial CPU,SP-40135,30,8,135.71,9,CPU,Drawer #2,in_used,9,6
Pro DDR5 RAM,SP-69780,40,2,303.08,9,DDR5 RAM,Cabinet 2 - Top,in_used,20,5
Fiber 5m CABLE,SP-17286,45,1,345.41,3,CABLE,Rack C - Shelf 2,available,,8
Standard CABLE TRACER,SP-66773,41,3,266.42,8,CABLE TRACER,Warehouse - Row 2,in_used,9,3
Standard DDR5 RAM,SP-55287,7,8,317.52,2,DDR5 RAM,Server Room - Rack 01,available,,10
5g THERMAL PASTE,SP-69895,47,4,13.78,6,THERMAL PASTE,Drawer #1,faulty,,4
Pro GPU,SP-47490,5,5,89.61,5,GPU,Rack A - Shelf 3,available,,2
DDR4 8GB RAM,SP-63855,50,9,275.0,4,RAM,Workshop Bench,in_used,4,5
Pro MOTHERBOARD,SP-77163,23,6,398.09,6,MOTHERBOARD,Rack B - Shelf 1,in_used,16,1
Pro HDD,SP-64801,33,10,162.4,5,HDD,Drawer #2,available,,7
Pro SSD,SP-36661,22,5,306.64,9,SSD,Cabinet 1 - Left,in_used,19,3
Standard NETWORK CARD,SP-82798,45,10,9.66,8,NETWORK CARD,Server Room - Rack 02,faulty,,10
5g THERMAL PASTE,SP-54187,28,1,395.21,10,THERMAL PASTE,Drawer #2,available,,5
Premium CPU,SP-78687,1,8,316.76,3,CPU,Drawer #3,available,,9
Industrial M.2 SSD,SP-51756,11,9,465.35,1,M.2 SSD,Warehouse - Row 2,faulty,,9
Fiber 5m CABLE,SP-30567,46,3,273.67,4,CABLE,Warehouse - Row 1,available,,5
Standard SSD,SP-23229,22,3,482.61,7,SSD,Cabinet 2 - Top,available,,3
Gaming MOUSE,SP-49592,43,3,400.74,1,MOUSE,Warehouse - Row 2,available,,9
Pro HEATSINK,SP-59628,3,6,483.59,10,HEATSINK,Rack B - Shelf 2,available,,4
27-inch MONITOR,SP-15489,0,5,124.76,7,MONITOR,Rack B - Shelf 1,available,,8
Unshielded RJ45,SP-53603,41,6,489.73,8,RJ45,Storage Closet A,in_used,17,5
10g THERMAL PASTE,SP-19031,39,6,499.6,3,THERMAL PASTE,Rack B - Shelf 2,faulty,,3
Premium HDMI CABLE,SP-69953,6,8,469.3,2,HDMI CABLE,Cabinet 2 - Bottom,available,,3
750W PSU,SP-86317,8,1,242.4,4,PSU,Warehouse - Row 1,faulty,,10
Industrial HDD,SP-48940,31,8,85.69,1,HDD,Cabinet 2 - Top,available,,1
Pro HDD,SP-30009,16,6,146.25,5,HDD,Rack A - Shelf 1,faulty,,8
1TB SSD STORAGE,SP-17663,16,5,245.73,7,STORAGE,Rack C - Shelf 1,available,,2
Premium USB HUB,SP-64115,15,9,90.93,5,USB HUB,Drawer #1,in_used,18,3
3g THERMAL PASTE,SP-18452,21,9,154.2,8,THERMAL PASTE,Cabinet 1 - Left,in_used,18,4
Industrial POWER CABLE,SP-74855,25,4,87.05,7,POWER CABLE,Rack B - Shelf 1,available,,10
Premium NETWORK CARD,SP-29177,15,8,165.01,1,NETWORK CARD,Rack A - Shelf 3,available,,2
Premium MOTHERBOARD,SP-11564,8,7,113.78,6,MOTHERBOARD,Rack A - Shelf 2,available,,8
Industrial HDMI CABLE,SP-53959,14,7,180.48,4,HDMI CABLE,Cabinet 1 - Left,faulty,,4
Cat5e 2m CABLE,SP-34736,45,5,91.41,2,CABLE,Server Room - Rack 01,available,,3
Premium POWER CABLE,SP-22013,33,6,138.84,3,POWER CABLE,Cabinet 1 - Right,faulty,,7
DDR5 16GB RAM,SP-24855,24,5,324.52,4,RAM,Drawer #3,available,,7
Standard DDR5 RAM,SP-27353,15,5,476.05,7,DDR5 RAM,Warehouse - Row 1,available,,3
10g THERMAL PASTE,SP-22145,6,6,319.05,3,THERMAL PASTE,Rack C - Shelf 2,faulty,,5
Standard DDR5 RAM,SP-19788,14,8,340.34,10,DDR5 RAM,Cabinet 1 - Right,available,,1
Industrial M.2 SSD,SP-29138,45,6,328.34,4,M.2 SSD,Cabinet 1 - Left,available,,8
1TB SSD STORAGE,SP-21389,43,10,97.95,2,STORAGE,Rack C - Shelf 1,available,,1
Standard SSD,SP-61372,2,10,239.97,5,SSD,Rack B - Shelf 2,faulty,,8
10g THERMAL PASTE,SP-47240,7,5,142.17,7,THERMAL PASTE,Warehouse - Row 1,available,,10
Premium USB HUB,SP-12096,18,9,295.52,2,USB HUB,Rack C - Shelf 2,available,,8
Standard NETWORK CARD,SP-88344,30,5,3.16,6,NETWORK CARD,Rack A - Shelf 3,available,,3
32-inch MONITOR,SP-27231,50,2,13.05,8,MONITOR,Rack A - Shelf 3,faulty,,9
Industrial M.2 SSD,SP-11138,27,7,488.89,9,M.2 SSD,Drawer #2,available,,2
Unshielded RJ45,SP-83892,49,5,322.55,10,RJ45,Rack C - Shelf 2,faulty,,1
Premium HEATSINK,SP-73225,21,3,295.88,7,HEATSINK,Cabinet 1 - Right,available,,2
Premium M.2 SSD,SP-35656,33,10,314.67,1,M.2 SSD,Rack A - Shelf 3,in_used,19,6
Pro M.2 SSD,SP-56171,16,8,408.52,5,M.2 SSD,Rack A - Shelf 3,available,,8
Standard SSD,SP-72486,49,5,21.29,1,SSD,Rack A - Shelf 3,available,,1
Premium DDR5 RAM,SP-76633,31,3,398.89,3,DDR5 RAM,Server Room - Rack 01,available,,8
Wireless MOUSE,SP-65054,29,1,187.27,10,MOUSE,Drawer #2,available,,9
4TB HDD STORAGE,SP-54856,32,8,63.26,5,STORAGE,Cabinet 2 - Top,faulty,,10
Industrial SATA CABLE,SP-96188,5,7,308.07,9,SATA CABLE,Cabinet 2 - Bottom,in_used,6,5
Pass-through RJ45,SP-79505,38,1,28.57,9,RJ45,Cabinet 2 - Top,available,,6
Industrial HEATSINK,SP-44812,9,4,91.87,7,HEATSINK,Server Room - Rack 02,available,,6
Gaming MOUSE,SP-87225,49,1,181.26,8,MOUSE,Cabinet 2 - Bottom,faulty,,10
Unshielded RJ45,SP-77972,1,2,27.36,3,RJ45,Cabinet 2 - Bottom,available,,4
Industrial USB HUB,SP-45690,5,5,316.04,3,USB HUB,Rack C - Shelf 2,available,,8
DDR4 32GB RAM,SP-11675,3,4,345.61,9,RAM,Drawer #2,in_used,17,6
Standard SATA CABLE,SP-93479,29,7,166.07,2,SATA CABLE,Cabinet 1 - Right,available,,9
Wired MOUSE,SP-32329,43,9,129.28,2,MOUSE,Server Room - Rack 02,in_used,21,5
Premium GPU,SP-68536,5,4,144.24,4,GPU,Drawer #2,available,,1
Industrial SATA CABLE,SP-33815,47,2,192.82,10,SATA CABLE,Drawer #1,available,,1
Cat6 3m CABLE,SP-39314,42,10,4.57,9,CABLE,Cabinet 2 - Top,available,,4
Industrial CABLE TRACER,SP-18117,30,9,413.2,9,CABLE TRACER,Rack C - Shelf 1,available,,10
Pro MOTHERBOARD,SP-27712,5,8,334.94,6,MOTHERBOARD,Workshop Bench,faulty,,9
850W PSU,SP-77505,29,8,472.68,6,PSU,Drawer #3,available,,9
Membrane KEYBOARD,SP-61086,31,8,254.08,3,KEYBOARD,Rack A - Shelf 3,available,,7
Cat6 3m CABLE,SP-67801,43,4,412.28,3,CABLE,Cabinet 1 - Left,in_used,12,9
32-inch MONITOR,SP-23651,29,10,118.03,8,MONITOR,Rack C - Shelf 1,in_used,14,7
Industrial USB HUB,SP-36901,14,7,406.85,1,USB HUB,Rack A - Shelf 3,available,,2
Premium SATA CABLE,SP-49395,28,9,133.22,10,SATA CABLE,Drawer #3,available,,6
750W PSU,SP-61936,32,5,213.59,9,PSU,Rack C - Shelf 1,faulty,,2
Pro SSD,SP-49429,27,3,483.72,5,SSD,Server Room - Rack 02,available,,3
3g THERMAL PASTE,SP-28208,7,1,370.4,6,THERMAL PASTE,Rack C - Shelf 2,available,,3
Premium DDR4 RAM,SP-35741,27,1,149.12,1,DDR4 RAM,Cabinet 1 - Left,available,,4
Industrial DDR5 RAM,SP-50708,36,1,315.93,7,DDR5 RAM,Cabinet 2 - Top,in_used,12,2
Premium SATA CABLE,SP-13235,23,2,156.35,5,SATA CABLE,Server Room - Rack 02,available,,9
Standard NETWORK CARD,SP-54740,46,9,469.78,10,NETWORK CARD,Drawer #3,in_used,17,9
Industrial SSD,SP-36668,49,1,272.19,4,SSD,Cabinet 1 - Right,in_used,13,2
5g THERMAL PASTE,SP-91372,29,7,64.06,4,THERMAL PASTE,Storage Closet A,available,,1
